2026-04-19T03:21:36.246589Z,Ahmedboss891,37fd00e1-2c81-4651-84b7-663aee0208ba,RECRUIT,0.01,17.75,0.0,0.0,0.0,14.0,4.0,36.0,2026-04-19T03:06:14.580000Z
2026-04-19T03:21:36.246589Z,IcyIce7,c67aa7dc-e2ae-4efd-b5bc-33e2a3109ede,RECRUIT,3.18,25.16,0.0,0.0,0.0,14.0,8.0,152.0,2026-04-15T23:02:20.611000Z
2026-04-19T03:21:36.246589Z,MaanBoys,cc27cb05-4104-4d4d-845d-f34db2105a91,RECRUIT,4.91,7.58,0.0,0.0,1.0,1.0,0.0,16.0,2026-04-14T05:33:27.093000Z
2026-04-26T03:25:44.199619Z,Nqn,a8e5c7c3-444f-4436-b69f-a8db58cdf40d,OWNER,0.42,40.5,0.0,5.0,0.0,32.0,-887.0,53.0,2026-04-25T17:15:46.033000Z
2026-04-26T03:25:44.199619Z,_N8,5652732f-e36b-4ca4-87ca-59f9c6dc3ba1,CHIEF,0.42,4.33,0.0,0.0,0.0,0.0,-924.0,9.0,2026-04-25T17:14:26.488000Z
2026-04-26T03:25:44.199619Z,GigaFanDeJul,0a19dd60-254e-4c48-9d76-1b57a2f12c7f,CHIEF,0.2,32.08,0.0,0.0,0.0,16.0,-951.0,23.0,2026-04-25T22:35:51.096000Z
2026-04-26T03:25:44.199619Z,Krijer1,4a82c3ac-be5d-4115-a822-f2a9c7bdb096,CHIEF,0.25,16.75,0.0,12.0,0.0,14.0,-2145.0,20.0,2026-04-25T21:20:59.328000Z
2026-04-26T03:25:44.199619Z,Shivnitzl19,bd5c1697-4d42-41dd-a4f2-2c8a3a669104,CHIEF,1.65,-3203.25,-2.0,0.0,0.0,0.0,-15346.0,3.0,2026-04-24T11:57:34.028000Z
2026-04-26T03:25:44.199619Z,Xentell,1a3f6b2a-993b-49ed-8542-7584081864b6,CHIEF,8.25,-1.0,0.0,0.0,0.0,0.0,-547.0,0.0,2026-04-17T21:22:55.978000Z
2026-04-26T03:25:44.199619Z,ewenfi,89cdeb83-0958-4563-a606-0a460e13abfa,CHIEF,0.42,22.5,0.0,6.0,0.0,24.0,-1059.0,29.0,2026-04-25T17:23:25.218000Z
2026-04-26T03:25:44.199619Z,H1V,845eed02-175a-44b4-87a2-0228b1fbc3ee,CHIEF,0.14,24.0,0.0,6.0,0.0,31.0,-1887.0,32.0,2026-04-25T23:56:33.888000Z
2026-04-26T03:25:44.199619Z,KirouXD,4470c807-1394-4930-937d-1680d508d22d,CHIEF,48.51,0.0,0.0,0.0,0.0,0.0,-264.0,0.0,2026-03-08T15:19:03.061000Z
2026-04-26T03:25:44.199619Z,Chevacchi,eb33d516-a34b-4050-bd2c-69a24bf0bd75,CHIEF,0.24,4.92,3.0,-1.0,0.0,0.0,-660.0,0.0,2026-04-25T21:39:10.463000Z
2026-04-26T03:25:44.199619Z,_Snoopers_,130612b6-1d46-49c7-b06e-3200959254c7,STRATEGIST,1.39,-132.25,0.0,0.0,0.0,0.0,-5013.0,0.0,2026-04-24T18:10:19.610000Z
2026-04-26T03:25:44.199619Z,LaserX,a8ff0b79-9511-47b7-8705-b657eba980aa,STRATEGIST,0.07,3.5,0.0,6.0,0.0,83.0,-2535.0,28.0,2026-04-26T01:38:12.176000Z
2026-04-26T03:25:44.199619Z,WhiteNoise0113,f46a3aa1-ed18-48f4-bcf9-594e0ff19842,STRATEGIST,0.09,-77.59,1.0,0.0,0.0,0.0,-6751.0,43.0,2026-04-26T01:21:19.464000Z
2026-04-26T03:25:44.199619Z,StyNath,c32bfbf5-9665-4ad1-837e-92fa882288a3,STRATEGIST,2.3,0.91,0.0,-1.0,0.0,0.0,-792.0,0.0,2026-04-23T20:09:18.938000Z
2026-04-26T03:25:44.199619Z,imNaphy,9604c081-52b1-4224-8107-b00885644c84,STRATEGIST,21.27,-37.0,0.0,0.0,0.0,0.0,-2936.0,0.0,2026-04-04T20:54:17.536000Z
2026-04-26T03:25:44.199619Z,FireGamingDK,96512a2a-4200-463e-8974-27a4c81947cd,STRATEGIST,1.7,-1.58,0.0,0.0,0.0,0.0,-1970.0,18.0,2026-04-24T10:39:31.372000Z
2026-04-26T03:25:44.199619Z,xEagless,a27ae078-8209-4c2e-85ea-57de6168cc9b,CAPTAIN,0.34,-1.75,0.0,0.0,2.0,7.0,-1907.0,17.0,2026-04-25T19:14:09.379000Z
2026-04-26T03:25:44.199619Z,WynnDestroyer,81c0cf7a-43f9-4aaf-8783-4953970e394d,CAPTAIN,3.91,-9.84,0.0,0.0,0.0,0.0,-1130.0,0.0,2026-04-22T05:38:35.892000Z
2026-04-26T03:25:44.199619Z,cresseliah,b7d4a9f2-73ba-47b6-bc7c-d8db98ad6a2e,CAPTAIN,2.94,-2.16,0.0,0.0,0.0,0.0,-947.0,1.0,2026-04-23T04:56:41.980000Z
2026-04-26T03:25:44.199619Z,JP_GOD_Divzer,9731aa53-56d8-43e2-99d1-86e5e2efd7de,STRATEGIST,1.5,0.33,0.0,0.0,0.0,0.0,-396.0,0.0,2026-04-24T15:19:05.456000Z
2026-04-26T03:25:44.199619Z,BlueSkyMoose,b3be31d6-e441-4299-a342-685898f35f30,CAPTAIN,0.3,-49.09,0.0,-2.0,0.0,25.0,-5601.0,4.0,2026-04-25T20:19:42.826000Z
2026-04-26T03:25:44.199619Z,jeff1234567842,c77bcc5e-ad22-478d-a70e-fa3a255f2f86,CAPTAIN,1.1,4.5,0.0,-1.0,0.0,0.0,-947.0,13.0,2026-04-25T00:55:35.389000Z
2026-04-26T03:25:44.199619Z,kanyo0904,ae32ae54-c15c-4c6d-ab46-3bdcec6e2e7f,CAPTAIN,0.37,39.25,0.0,0.0,0.0,22.0,-690.0,23.0,2026-04-25T18:36:40.614000Z
2026-04-26T03:25:44.199619Z,YBN,3ed556ef-70ef-4d27-8bae-c2cff73f9b20,CAPTAIN,60.26,-0.16,0.0,0.0,0.0,0.0,-1359.0,0.0,2026-02-24T21:11:10.295000Z
2026-04-26T03:25:44.199619Z,Gurlic,bf6fd3d8-f0b2-4831-9dc2-77db02b015d7,CAPTAIN,0.67,5.33,0.0,0.0,0.0,0.0,-397.0,22.0,2026-04-25T11:21:38.198000Z
2026-04-26T03:25:44.199619Z,wrggg,2ad7fd38-792d-4862-ba2a-b7e1c1723b18,CAPTAIN,54.25,0.0,0.0,0.0,0.0,0.0,-264.0,0.0,2026-03-02T21:28:50.964000Z
2026-04-26T03:25:44.199619Z,parrandeno,065f7a4a-e15a-4bbf-ab2f-b55051e0b6de,CAPTAIN,17.22,-5.09,0.0,0.0,0.0,0.0,-733.0,0.0,2026-04-08T22:07:29.053000Z
2026-04-26T03:25:44.199619Z,EdouardpheoIII,b0135e82-95b5-432b-a008-d7a8d6829e07,CAPTAIN,20.23,-12.92,0.0,0.0,0.0,0.0,-5352.0,0.0,2026-04-05T21:58:04.694000Z
2026-04-26T03:25:44.199619Z,Ecmz,cff26bb4-bad0-4de2-8559-19d23e2d9d41,CAPTAIN,56.95,0.0,0.0,0.0,0.0,0.0,-396.0,0.0,2026-02-28T04:36:02.130000Z
2026-04-26T03:25:44.199619Z,Liciela,823ee888-e114-4ca9-9781-7086b5430a54,CAPTAIN,38.45,-1.59,0.0,0.0,0.0,0.0,-1833.0,0.0,2026-03-18T16:45:27.100000Z
2026-04-26T03:25:44.199619Z,gauvinsteven,d0344f4e-a5fb-48ee-9359-1c82fb2320aa,CAPTAIN,16.32,-1.0,0.0,0.0,0.0,0.0,-961.0,0.0,2026-04-09T19:43:30.241000Z
2026-04-26T03:25:44.199619Z,MelinoeNemesis,9c413f4a-9e5f-46e9-8b89-abdd46f3f74b,CAPTAIN,63.5,-1.09,0.0,0.0,0.0,0.0,-1106.0,0.0,2026-02-21T15:31:06.350000Z
2026-04-26T03:25:44.199619Z,jayandjef,c837e8b4-4e0a-41c4-b397-7b02f8f35f2a,RECRUITER,4.92,2.66,0.0,0.0,0.0,0.0,-660.0,4.0,2026-04-21T05:15:03.771000Z
2026-04-26T03:25:44.199619Z,AmasoXd,423997a0-9626-479c-97e5-d3517b93083c,RECRUITER,26.72,-1.5,0.0,0.0,0.0,0.0,-1103.0,0.0,2026-03-30T10:05:30.723000Z
2026-04-26T03:25:44.199619Z,JinnMD,3823b995-b8fa-49f5-8c68-6d1a66bdf215,RECRUITER,3.43,8.17,0.0,0.0,0.0,0.0,-916.0,11.0,2026-04-22T17:06:28.995000Z
2026-04-26T03:25:44.199619Z,Thund3rMC,0254668f-5453-408d-aa18-d44d8619c215,CAPTAIN,0.18,27.0,0.0,0.0,1.0,5.0,-381.0,49.0,2026-04-25T23:11:13.633000Z
